epoch,train_loss,eval_loss,eval_top1,eval_top5
0,6.92157506942749,6.9373125,0.096,0.496
epoch,train_loss,eval_loss,eval_top1,eval_top5
0,6.92157506942749,6.9373125,0.096,0.496
epoch,train_loss,eval_loss,eval_top1,eval_top5
0,6.92157506942749,6.9373125,0.096,0.496
